ED_ID_CSV,COUNTY,PROVINCE,GEOGDESC,T1_1AGETT_2006,T2_1PLBP_2006,T2_1PLN_2006,T2_1IEN_2006,T2_1LTN_2006,T2_1LTBP_2006,PLN_PRE_2006,T1_1AGETT_2011,T1_2T_2011,T2_1PLBP_2011,T2_1IEN_2011,T2_1PLN_2011,PLN_PRE_2011,T1_1AGETT_2016,T1_2T_2016,T2_1PLBP_2016,T2_1IEN_2016,T2_1PLN_2016,T2_5PL_2016,PLN_PRE_2016
137039,LONGFORD,Leinster,Killoe,300,0,0,279,0,0,0.00,293,293,0,273,0,0.00,274,274,0,255,0,0,0.00
48022,CORK,Munster,Fair Hill B,821,0,0,793,0,0,0.00,777,777,1,763,1,0.13,746,746,1,720,1,1,0.13
107002,LAOIS,Leinster,Aghmacart,296,2,2,278,0,0,0.68,361,361,4,342,4,1.11,375,375,6,352,7,6,1.87
128008,LIMERICK,Munster,Castle A,1215,15,15,1093,2,2,1.23,1157,1157,41,1030,45,3.89,1140,1140,23,1017,27,28,2.37
117016,LEITRIM,Connacht,Carrigallen East,320,3,3,274,8,9,0.94,301,301,12,255,12,3.99,300,300,15,250,13,18,4.33
247120,WEXFORD,Leinster,Whitechurch,538,0,0,509,0,0,0.00,586,586,4,558,4,0.68,628,628,9,589,9,11,1.43
207020,SLIGO,Connacht,Carney,679,0,0,661,0,0,0.00,692,692,0,670,0,0.00,692,692,2,664,2,2,0.29
267078,DUBLIN,Leinster,Dundrum-Balally,4828,57,53,4393,26,26,1.10,7049,7049,323,5299,335,4.75,8035,8035,258,5743,257,292,3.20
128029,LIMERICK,Munster,Market,1357,221,205,796,32,32,15.11,1755,1755,402,843,439,25.01,2035,2035,292,1001,316,328,15.53
197110,ROSCOMMON,Connacht,Tumna North,180,2,2,147,0,0,1.11,178,178,0,159,0,0.00,166,166,0,142,0,0,0.00
217014,TIPPERARY,Munster,Ballycarron,257,0,0,220,0,0,0.00,347,347,0,307,0,0.00,337,337,2,293,2,1,0.59
127081,LIMERICK,Munster,Grange,493,0,0,479,0,0,0.00,524,524,0,501,0,0.00,538,538,0,520,0,0,0.00
27033,CAVAN,Ulster,Crosskeys,640,0,0,619,0,0,0.00,708,708,0,664,0,0.00,697,697,3,661,3,3,0.43
107068,LAOIS,Leinster,Meelick,292,0,0,285,0,0,0.00,379,379,0,369,0,0.00,419,419,1,398,1,2,0.24
77046,KERRY,Munster,Causeway,569,5,5,532,0,0,0.88,647,647,9,605,9,1.39,647,647,9,608,9,14,1.39
57028,DONEGAL,Ulster,Castlefinn,1323,2,2,1257,3,4,0.15,1311,1311,2,1230,0,0.00,1226,1226,0,1155,0,0,0.00
267022,DUBLIN,Leinster,Blackrock-Glenomena,1785,9,9,1540,5,5,0.50,1795,1795,13,1522,12,0.67,2083,2083,9,1664,9,10,0.43
207017,SLIGO,Connacht,Bricklieve,234,0,0,220,0,0,0.00,238,238,0,223,0,0.00,235,235,0,224,0,0,0.00
77121,KERRY,Munster,Lackabaun,444,0,0,419,0,0,0.00,454,454,2,433,2,0.44,435,435,0,410,0,0,0.00
77135,KERRY,Munster,Millbrook,469,4,5,441,0,0,1.07,451,451,1,437,1,0.22,458,458,7,441,2,7,0.44
47074,CORK,Munster,Carrigboy,450,0,0,390,0,0,0.00,491,491,0,438,0,0.00,494,494,2,440,2,2,0.40
67046,GALWAY,Connacht,Cappard,102,0,0,94,0,0,0.00,99,99,0,84,0,0.00,99,99,0,88,0,0,0.00
87064,KILDARE,Leinster,Leixlip,14642,200,199,13128,56,53,1.36,15597,15597,321,13440,329,2.11,15576,15576,260,13796,258,297,1.66
97088,KILKENNY,Leinster,Rathbeagh,233,0,0,221,0,0,0.00,262,262,0,256,0,0.00,283,283,1,266,0,0,0.00
247115,WEXFORD,Leinster,Tomhaggard,586,0,0,551,0,0,0.00,594,594,0,550,0,0.00,582,582,1,541,0,1,0.00
67137,GALWAY,Connacht,Killoran,286,1,1,274,0,0,0.35,279,279,5,266,7,2.51,270,270,2,252,4,4,1.48
237015,WESTMEATH,Leinster,Ballynaskeagh,241,0,0,236,0,0,0.00,268,268,0,256,0,0.00,282,282,4,262,4,5,1.42
57017,DONEGAL,Ulster,Buncrana Rural,2903,24,22,2598,22,23,0.76,3749,3749,54,3289,60,1.60,3836,3836,70,3389,84,91,2.19
97008,KILKENNY,Leinster,Ballycallan,436,0,0,414,0,0,0.00,453,453,0,427,0,0.00,440,440,0,423,0,0,0.00
97110,KILKENNY,Leinster,Ullid,918,3,3,867,0,0,0.33,1014,1014,8,952,10,0.99,1018,1018,5,970,5,5,0.49
157150,MAYO,Connacht,Turlough,1227,0,0,1152,0,0,0.00,1465,1465,7,1338,9,0.61,1446,1446,8,1376,8,10,0.55
197081,ROSCOMMON,Connacht,Kiltullagh,1020,10,10,877,1,1,0.98,1134,1134,3,965,3,0.26,1061,1061,3,934,4,6,0.38
37109,CLARE,Munster,Kyle,261,0,0,242,0,0,0.00,315,315,1,288,1,0.32,313,313,1,290,1,3,0.32
127131,LIMERICK,Munster,Shanagolden,959,14,13,880,6,9,1.36,946,946,23,848,23,2.43,927,927,13,874,13,13,1.40
167048,MEATH,Leinster,Killary,1178,3,3,1124,8,8,0.25,1221,1221,5,1170,5,0.41,1248,1248,6,1191,4,7,0.32
47099,CORK,Munster,Clonfert West,174,0,0,166,0,0,0.00,164,164,0,156,0,0.00,161,161,0,153,0,0,0.00
217091,TIPPERARY,Munster,Kilcash,666,0,0,625,3,3,0.00,824,824,8,749,8,0.97,808,808,7,762,7,7,0.87
97014,KILKENNY,Leinster,Bennettsbridge,911,3,3,868,0,0,0.33,1041,1041,2,997,2,0.19,1098,1098,3,1045,4,4,0.36
37011,CLARE,Munster,Ballynahinch,265,0,0,236,0,0,0.00,260,260,6,235,6,2.31,261,261,0,236,0,0,0.00
268134,DUBLIN,Leinster,Rathmines West C,2556,80,80,1947,16,13,3.13,2583,2583,58,1965,60,2.32,2681,2681,33,2093,33,31,1.23
27039,CAVAN,Ulster,Diamond,109,0,0,96,0,0,0.00,138,138,0,128,0,0.00,130,130,0,122,0,0,0.00
57081,DONEGAL,Ulster,Gort an Choirce,1575,1,1,1484,0,0,0.06,1705,1705,1,1550,0,0.00,1608,1608,2,1488,2,3,0.12
268031,DUBLIN,Leinster,Cabra East B,3483,99,97,3094,12,13,2.78,3512,3512,92,3066,98,2.79,3737,3737,82,3226,87,95,2.33
47127,CORK,Munster,Doire Fhínín,227,2,2,213,0,0,0.88,251,251,0,241,0,0.00,243,243,0,238,0,0,0.00
77010,KERRY,Munster,Ballincloher,428,0,0,403,0,0,0.00,460,460,0,437,0,0.00,457,457,3,431,4,4,0.88
217071,TIPPERARY,Munster,Drumwood,496,0,0,472,0,0,0.00,559,559,5,510,7,1.25,578,578,0,543,0,0,0.00
268160,DUBLIN,Leinster,Whitehall D,2542,61,60,2132,20,17,2.36,2885,2885,62,2318,62,2.15,3456,3456,37,2623,39,42,1.13
67217,GALWAY,Connacht,Wormhole,1967,0,0,1800,0,0,0.00,2315,2315,5,2133,6,0.26,2376,2376,15,2206,16,17,0.67
77105,KERRY,Munster,Killinane,272,0,0,238,0,0,0.00,255,255,0,224,0,0.00,256,256,1,208,1,1,0.39
47053,CORK,Munster,Blackpool,868,5,4,837,0,0,0.46,955,955,1,932,1,0.10,972,972,3,950,3,3,0.31
197015,ROSCOMMON,Connacht,Ballyfarnan,213,0,0,194,0,0,0.00,247,247,0,221,0,0.00,234,234,0,223,0,0,0.00
77090,KERRY,Munster,Kerryhead,574,0,0,553,0,0,0.00,617,617,4,585,4,0.65,578,578,1,548,2,2,0.35
268019,DUBLIN,Leinster,Ballymun E,1534,14,16,1436,3,3,1.04,1582,1582,8,1465,8,0.51,1562,1562,15,1455,18,16,1.15
207001,SLIGO,Connacht,Achonry East,519,0,0,477,0,0,0.00,539,539,0,479,0,0.00,485,485,0,440,0,0,0.00
137013,LONGFORD,Leinster,Caldragh,1572,33,32,1406,17,19,2.04,2061,2061,30,1802,32,1.55,2172,2172,62,1879,66,83,3.04
57009,DONEGAL,Ulster,Ballyliffin,1272,2,2,1191,3,3,0.16,1394,1394,7,1278,8,0.57,1381,1381,6,1256,7,7,0.51
37116,CLARE,Munster,Lurraga,249,16,16,201,0,0,6.43,245,245,0,207,2,0.82,259,259,2,222,4,3,1.54
157045,MAYO,Connacht,An Cheapaigh Dhuibh,330,0,0,301,0,0,0.00,342,342,0,317,0,0.00,372,372,3,345,3,4,0.81
67023,GALWAY,Connacht,Ballyglass,167,0,0,160,0,0,0.00,162,162,0,149,0,0.00,176,176,1,159,1,2,0.57
137030,LONGFORD,Leinster,Firry / Newgrove,221,0,0,210,0,0,0.00,217,217,0,200,0,0.00,196,196,0,180,0,0,0.00
197082,ROSCOMMON,Connacht,Lackan,319,2,2,306,0,0,0.63,388,388,2,360,2,0.52,368,368,2,341,2,4,0.54
67146,GALWAY,Connacht,Kilreekill,281,0,0,268,0,0,0.00,325,325,0,305,0,0.00,342,342,0,316,0,0,0.00
217112,TIPPERARY,Munster,Kilsheelan / Killaloan,1191,2,2,1145,2,2,0.17,1460,1460,18,1366,23,1.58,1436,1436,12,1360,16,19,1.11
217085,TIPPERARY,Munster,Greystown,430,0,0,400,0,0,0.00,445,445,2,399,4,0.90,425,425,0,398,0,0,0.00
127130,LIMERICK,Munster,Roxborough,1599,0,0,1551,5,5,0.00,1601,1601,2,1538,2,0.12,1495,1495,4,1442,4,8,0.27
107044,LAOIS,Leinster,Durrow,1252,9,8,1146,0,0,0.64,1278,1278,1,1140,1,0.08,1258,1258,0,1117,0,0,0.00
147012,LOUTH,Leinster,Creggan Upper,680,0,0,660,3,3,0.00,787,787,0,755,0,0.00,846,846,1,799,1,2,0.12
47221,CORK,Munster,Kinsale Rural,3740,89,90,3130,24,24,2.41,4673,4673,137,3756,148,3.17,4913,4913,130,4067,126,135,2.56
247081,WEXFORD,Leinster,Kilscoran,840,0,0,762,0,0,0.00,967,967,6,858,6,0.62,954,954,9,844,10,12,1.05
207006,SLIGO,Connacht,Aughris,172,0,0,164,0,0,0.00,172,172,0,165,0,0.00,163,163,1,149,1,1,0.61
207073,SLIGO,Connacht,Temple,224,0,0,210,0,0,0.00,301,301,0,282,0,0.00,349,349,0,327,0,0,0.00
77003,KERRY,Munster,Aglish,351,0,0,333,0,0,0.00,435,435,3,388,4,0.92,434,434,3,397,3,4,0.69
217173,TIPPERARY,Munster,Uskane,213,0,0,198,0,0,0.00,248,248,2,234,2,0.81,250,250,0,231,0,0,0.00
47288,CORK,Munster,Shanballymore,540,1,1,509,0,0,0.19,623,623,1,580,1,0.16,630,630,2,572,2,3,0.32
177043,MONAGHAN,Ulster,Enagh,475,4,4,445,4,4,0.84,492,492,5,454,5,1.02,495,495,6,443,7,8,1.41
227008,WATERFORD,Munster,Ballyin,446,5,5,406,0,0,1.12,518,518,2,470,2,0.39,508,508,1,474,1,4,0.20
47101,CORK,Munster,Clonmoyle,473,6,6,443,0,0,1.27,526,526,3,495,3,0.57,553,553,3,521,3,3,0.54
87025,KILDARE,Leinster,Clane,6055,132,137,5400,24,28,2.26,7527,7527,307,6348,340,4.52,8142,8142,326,6873,358,399,4.40
217143,TIPPERARY,Munster,Peppardstown,1311,4,4,1188,0,0,0.31,1352,1352,8,1199,8,0.59,1393,1393,6,1271,6,6,0.43
197028,ROSCOMMON,Connacht,Carnagh,690,0,0,658,0,0,0.00,777,777,0,736,0,0.00,809,809,0,776,0,0,0.00
157120,MAYO,Connacht,Mount Falcon,1205,0,0,1135,0,0,0.00,1297,1297,0,1221,0,0.00,1259,1259,4,1167,4,5,0.32
77019,KERRY,Munster,Ballyhar,179,1,0,167,1,1,0.00,180,180,2,170,2,1.11,183,183,4,167,3,8,1.64
257057,WICKLOW,Leinster,Moneystown,247,0,0,226,0,0,0.00,303,303,0,278,0,0.00,304,304,2,282,3,4,0.99
197011,ROSCOMMON,Connacht,Ballaghaderreen,2682,47,46,2123,25,29,1.72,2768,2768,58,2202,65,2.35,2726,2726,47,2246,43,48,1.58
167017,MEATH,Leinster,Castlerickard,1350,6,6,1242,9,9,0.44,1852,1852,17,1665,18,0.97,2122,2122,25,1955,25,36,1.18
47024,CORK,Munster,Ballydehob,798,8,8,647,0,0,1.00,835,835,3,657,3,0.36,846,846,1,668,1,0,0.12
197095,ROSCOMMON,Connacht,Rockingham,338,0,0,327,0,0,0.00,345,345,2,330,2,0.58,337,337,0,308,0,1,0.00
57014,DONEGAL,Ulster,An Bhinn Bhán,169,0,0,158,0,0,0.00,150,150,1,139,1,0.67,165,165,0,156,0,0,0.00
187003,OFFALY,Leinster,Ballincor,139,0,0,132,0,0,0.00,158,158,0,148,0,0.00,156,156,0,147,0,0,0.00
27031,CAVAN,Ulster,Crossbane,488,0,0,457,2,4,0.00,594,594,0,563,0,0.00,614,614,1,576,1,1,0.16
47255,CORK,Munster,Milane,178,0,0,150,0,0,0.00,199,199,1,158,1,0.50,161,161,1,127,1,0,0.62
137050,LONGFORD,Leinster,Moyne,300,0,0,290,0,0,0.00,315,315,0,296,0,0.00,326,326,2,297,2,1,0.61
177012,MONAGHAN,Ulster,Broomfield,717,7,9,680,0,0,1.26,777,777,8,742,8,1.03,787,787,7,748,7,13,0.89
127127,LIMERICK,Munster,Riversdale,218,0,0,207,0,0,0.00,238,238,8,221,8,3.36,252,252,4,233,2,5,0.79
47214,CORK,Munster,Cill na Martra,654,3,3,604,0,0,0.46,652,652,2,607,3,0.46,673,673,2,631,1,2,0.15
187075,OFFALY,Leinster,Screggan,1328,5,5,1261,0,0,0.38,1462,1462,1,1393,1,0.07,1457,1457,3,1407,3,4,0.21
227068,WATERFORD,Munster,Mocollop,211,2,2,194,0,0,0.95,233,233,0,204,0,0.00,244,244,3,218,3,3,1.23
87034,KILDARE,Leinster,Droichead Nua (Newbridge) Urban,7795,377,382,6535,32,32,4.90,7563,7563,469,6042,492,6.51,7762,7762,508,6234,532,562,6.85
197047,ROSCOMMON,Connacht,Creeve,150,0,0,133,0,0,0.00,116,116,0,113,0,0.00,162,162,0,141,0,0,0.00
227044,WATERFORD,Munster,Gortnapeaky,168,0,0,153,0,0,0.00,191,191,1,175,1,0.52,203,203,0,181,0,0,0.00
67071,GALWAY,Connacht,Coos,136,3,2,124,0,0,1.47,111,111,0,103,0,0.00,105,105,0,96,0,0,0.00
67129,GALWAY,Connacht,Killeenavarra,631,8,8,569,1,1,1.27,746,746,2,664,2,0.27,801,801,14,712,14,16,1.75
37070,CLARE,Munster,Kilballyowen,282,0,0,267,0,0,0.00,286,286,3,258,3,1.05,261,261,8,237,9,10,3.45
167092,MEATH,Leinster,Trohanny,359,0,0,348,0,0,0.00,328,328,0,316,0,0.00,323,323,1,308,1,0,0.31
227035,WATERFORD,Munster,Dunhill,219,0,0,209,0,0,0.00,266,266,2,252,2,0.75,247,247,0,235,0,0,0.00
237022,WESTMEATH,Leinster,Castle,790,5,5,738,7,6,0.63,902,902,15,810,18,2.00,876,876,6,818,4,6,0.46
77063,KERRY,Munster,Derreen,181,0,0,174,0,0,0.00,193,193,0,179,0,0.00,192,192,0,185,0,0,0.00
257054,WICKLOW,Leinster,Lackan,753,7,7,686,0,0,0.93,743,743,7,667,7,0.94,805,805,9,720,9,11,1.12
17021,CARLOW,Leinster,Grangeford,324,1,1,304,0,0,0.31,424,424,5,385,5,1.18,465,465,10,426,10,12,2.15
57077,DONEGAL,Ulster,Glennagannon,660,0,0,613,0,0,0.00,758,758,0,716,0,0.00,730,730,0,695,0,0,0.00
147026,LOUTH,Leinster,Jenkinstown,942,2,2,907,1,1,0.21,1173,1173,7,1129,7,0.60,1281,1281,0,1221,0,0,0.00
127028,LIMERICK,Munster,Bilboa,401,0,0,374,0,0,0.00,405,405,0,386,0,0.00,409,409,0,394,0,0,0.00
197033,ROSCOMMON,Connacht,Castlesampson,340,0,0,335,0,0,0.00,394,394,0,383,0,0.00,413,413,0,404,0,1,0.00
207079,SLIGO,Connacht,Toberpatrick West,292,0,0,279,0,0,0.00,277,277,0,264,0,0.00,299,299,3,271,3,3,1.00
47225,CORK,Munster,Knockatooan,306,0,0,290,0,0,0.00,317,317,0,289,0,0.00,310,310,0,287,0,0,0.00
17039,CARLOW,Leinster,Rathanna,124,0,0,115,0,0,0.00,114,114,0,102,0,0.00,122,122,0,111,0,0,0.00
257027,WICKLOW,Leinster,Delgany,5101,8,8,4683,2,2,0.16,5652,5652,74,5042,85,1.50,5980,5980,56,5399,60,72,1.00
37061,CLARE,Munster,Feakle,336,7,7,283,3,3,2.08,367,367,3,311,3,0.82,351,351,1,309,1,1,0.28
237017,WESTMEATH,Leinster,Belvidere,741,0,0,701,3,2,0.00,759,759,2,701,2,0.26,707,707,0,663,0,0,0.00
217047,TIPPERARY,Munster,Castletown,1345,3,3,1232,0,0,0.22,1468,1468,14,1328,15,1.02,1470,1470,10,1329,10,10,0.68
47041,CORK,Munster,Bantry Rural / Whiddy,1017,11,11,898,0,0,1.08,1092,1092,15,936,15,1.37,1091,1091,5,960,4,4,0.37
217074,TIPPERARY,Munster,Fennor,552,0,0,525,2,2,0.00,539,539,4,510,5,0.93,511,511,3,487,4,3,0.78
47286,CORK,Munster,Scart,348,0,0,325,0,0,0.00,346,346,1,327,1,0.29,336,336,0,312,0,0,0.00
47316,CORK,Munster,Wallstown,199,0,0,182,0,0,0.00,271,271,0,254,0,0.00,266,266,0,239,0,0,0.00
237010,WESTMEATH,Leinster,Ballybroder,254,3,3,247,1,1,1.18,239,239,0,232,0,0.00,249,249,0,241,0,0,0.00
207007,SLIGO,Connacht,Ballintogher East,539,0,0,502,0,0,0.00,627,627,9,584,9,1.44,636,636,24,578,27,32,4.25
37150,CLARE,Munster,Tulla,1021,21,21,918,0,0,2.06,1079,1079,9,980,9,0.83,1089,1089,8,996,8,10,0.73
187083,OFFALY,Leinster,Tinamuck,219,0,0,213,0,0,0.00,261,261,3,249,3,1.15,277,277,2,263,2,2,0.72
77104,KERRY,Munster,Killehenny,1763,13,12,1658,0,0,0.68,1804,1804,15,1666,17,0.94,1871,1871,23,1712,24,25,1.28
117044,LEITRIM,Connacht,Glencar,247,0,0,234,0,0,0.00,250,250,0,238,1,0.40,256,256,1,230,1,1,0.39
247019,WEXFORD,Leinster,Ballymore,403,0,0,376,0,0,0.00,450,450,0,415,0,0.00,480,480,0,444,0,0,0.00
257037,WICKLOW,Leinster,Glendalough,254,0,0,231,0,0,0.00,268,268,0,242,0,0.00,274,274,0,239,0,0,0.00
237103,WESTMEATH,Leinster,Umma,267,0,0,257,0,0,0.00,266,266,1,250,1,0.38,272,272,1,261,1,1,0.37
77002,KERRY,Munster,Aghadoe,772,12,12,687,0,0,1.55,872,872,8,767,8,0.92,851,851,12,714,10,12,1.18
77114,KERRY,Munster,Kiltallagh,588,8,8,535,6,5,1.36,568,568,12,511,13,2.29,565,565,18,506,18,19,3.19
137001,LONGFORD,Leinster,Abbeylara,309,0,0,296,6,6,0.00,340,340,1,317,1,0.29,298,298,0,279,0,0,0.00
237090,WESTMEATH,Leinster,Rathowen,314,0,0,285,0,0,0.00,318,318,0,305,0,0.00,363,363,2,336,2,2,0.55
268081,DUBLIN,Leinster,Inns Quay B,3036,172,174,1809,50,53,5.73,3368,3368,142,1709,150,4.45,3666,3666,126,1856,131,128,3.57
77159,KERRY,Munster,Teeranearagh,277,0,0,259,0,0,0.00,272,272,1,247,0,0.00,280,280,0,250,0,0,0.00
157057,MAYO,Connacht,Cong,699,11,11,635,0,0,1.57,823,823,7,678,8,0.97,864,864,14,748,15,23,1.74
217069,TIPPERARY,Munster,Drangan,624,2,2,589,0,0,0.32,667,667,2,620,2,0.30,671,671,1,632,1,1,0.15
227022,WATERFORD,Munster,Clashmore,392,1,0,360,0,0,0.00,405,405,2,370,2,0.49,404,404,0,375,0,0,0.00
257075,WICKLOW,Leinster,Trooperstown,297,0,0,283,0,0,0.00,348,348,1,321,1,0.29,335,335,1,300,1,3,0.30
197042,ROSCOMMON,Connacht,Cloonyquin,286,0,0,271,0,0,0.00,288,288,0,254,0,0.00,264,264,0,235,0,0,0.00
97037,KILKENNY,Leinster,Earlstown,205,0,0,201,0,0,0.00,221,221,0,214,0,0.00,218,218,5,196,5,5,2.29
257002,WICKLOW,Leinster,Altidore,303,1,0,277,0,0,0.00,363,363,1,325,1,0.28,365,365,1,333,1,1,0.27
137044,LONGFORD,Leinster,Longford No. 2 Urban,776,46,46,636,18,18,5.93,943,943,81,696,85,9.01,1029,1029,73,826,75,95,7.29
37129,CLARE,Munster,Noughaval / Castletown,178,0,0,171,0,1,0.00,208,208,0,199,0,0.00,198,198,0,189,0,0,0.00
127132,LIMERICK,Munster,Shanid,478,0,0,448,0,0,0.00,523,523,0,503,0,0.00,532,532,1,501,1,4,0.19
97085,KILKENNY,Leinster,Pollrone,1176,1,1,1106,4,4,0.09,1406,1406,8,1309,8,0.57,1461,1461,11,1350,12,14,0.82
247058,WEXFORD,Leinster,Inch,431,6,0,399,0,0,0.00,508,508,1,469,1,0.20,559,559,10,519,10,14,1.79
47223,CORK,Munster,Kinure,281,0,0,242,0,0,0.00,306,306,2,258,3,0.98,356,356,6,289,10,10,2.81
267005,DUBLIN,Leinster,Balgriffin,893,6,5,822,1,1,0.56,1966,1966,16,1645,19,0.97,3113,3113,55,2199,58,71,1.86
197040,ROSCOMMON,Connacht,Cloontuskert,1038,19,20,902,0,0,1.93,1238,1238,29,1020,34,2.75,1273,1273,28,1105,26,38,2.04
257042,WICKLOW,Leinster,Humewood,298,1,1,277,0,0,0.34,304,304,0,289,0,0.00,314,314,0,303,0,0,0.00
267036,DUBLIN,Leinster,Cabinteely-Granitefield,2387,28,30,2175,6,6,1.26,2481,2481,61,2172,65,2.62,2702,2702,56,2393,54,64,2.00
177007,MONAGHAN,Ulster,Ballymackney,918,4,5,872,3,3,0.54,951,951,0,891,0,0.00,918,918,4,862,4,5,0.44
267108,DUBLIN,Leinster,Palmerston Village,3738,47,46,3467,33,32,1.23,3623,3623,63,3290,68,1.88,3625,3625,65,3310,70,75,1.93
47180,CORK,Munster,Keale,317,0,0,305,0,0,0.00,341,341,2,330,2,0.59,349,349,8,332,8,9,2.29
47019,CORK,Munster,Ballintemple,448,7,6,419,0,0,1.34,537,537,7,483,9,1.68,550,550,0,512,0,1,0.00
117078,LEITRIM,Connacht,Yugan,234,0,0,211,0,0,0.00,225,225,0,198,0,0.00,222,222,0,193,0,0,0.00
37091,CLARE,Munster,Killone,521,0,0,505,0,0,0.00,582,582,3,559,3,0.52,614,614,1,598,2,2,0.33
47241,CORK,Munster,Lowertown,218,2,2,190,0,0,0.92,247,247,1,201,1,0.40,228,228,0,172,0,0,0.00
237025,WESTMEATH,Leinster,Castletown,690,2,2,662,2,2,0.29,749,749,0,714,0,0.00,737,737,0,700,0,0,0.00
247045,WEXFORD,Leinster,Enniscorthy Rural,8339,165,172,7589,24,21,2.06,9577,9577,519,8163,548,5.72,9985,9985,519,8649,557,612,5.58
47119,CORK,Munster,Crookhaven,232,0,0,195,1,1,0.00,230,230,0,187,0,0.00,225,225,1,194,1,1,0.44
57016,DONEGAL,Ulster,Bonnyglen,347,0,0,328,0,0,0.00,386,386,0,367,0,0.00,399,399,1,364,1,1,0.25
268091,DUBLIN,Leinster,Kimmage B,3674,43,43,3474,9,8,1.17,3485,3485,45,3251,50,1.43,3572,3572,41,3283,46,52,1.29
267123,DUBLIN,Leinster,Skerries,8100,52,43,7177,33,31,0.53,8333,8333,61,7408,66,0.79,8501,8501,44,7721,47,64,0.55
247079,WEXFORD,Leinster,Castledockrell,407,0,0,400,0,0,0.00,413,413,0,401,0,0.00,426,426,0,410,0,0,0.00
268133,DUBLIN,Leinster,Rathmines West B,3181,134,130,2134,24,24,4.09,3380,3380,103,2131,114,3.37,3713,3713,69,2351,75,61,2.02
197058,ROSCOMMON,Connacht,Elia,132,0,0,122,0,0,0.00,127,127,0,111,0,0.00,135,135,0,125,0,0,0.00
67070,GALWAY,Connacht,Cooloo,512,0,0,502,0,0,0.00,542,542,3,524,3,0.55,532,532,0,512,0,0,0.00
67043,GALWAY,Connacht,Caltra,349,0,0,333,0,0,0.00,365,365,1,343,1,0.27,365,365,1,344,1,0,0.27
77152,KERRY,Munster,Shronowen,238,0,0,227,0,0,0.00,239,239,0,228,0,0.00,237,237,2,224,2,3,0.84
17051,CARLOW,Leinster,Tullow Urban,2832,243,249,2334,23,21,8.79,3414,3414,302,2650,331,9.70,3978,3978,315,3092,354,371,8.90
67091,GALWAY,Connacht,Drummin,367,0,0,344,0,0,0.00,369,369,7,326,7,1.90,372,372,2,329,2,2,0.54
67191,GALWAY,Connacht,Raheen,488,5,5,446,0,0,1.02,492,492,0,464,0,0.00,470,470,3,442,3,4,0.64
67037,GALWAY,Connacht,Binn an Choire,206,1,1,161,3,3,0.49,252,252,3,177,4,1.59,226,226,3,124,3,3,1.33
267001,DUBLIN,Leinster,Airport,1395,72,71,1058,18,18,5.09,4032,4032,545,2000,569,14.11,5018,5018,444,2268,499,547,9.94
257044,WICKLOW,Leinster,Imael South,339,2,2,327,1,1,0.59,254,254,1,237,1,0.39,253,253,0,235,0,0,0.00
77017,KERRY,Munster,Ballyegan,299,0,0,273,0,0,0.00,374,374,6,347,6,1.60,386,386,2,365,1,2,0.26
227032,WATERFORD,Munster,Dungarvan No. 1 Urban,4497,105,113,4007,34,33,2.51,4717,4717,252,3906,267,5.66,4787,4787,230,3875,242,268,5.06
147014,LOUTH,Leinster,Fair Gate,9687,139,143,8395,129,128,1.48,9806,9806,310,7943,343,3.50,10424,10424,328,8234,363,369,3.48
217156,TIPPERARY,Munster,Templemore,2221,67,64,2072,2,5,2.88,1941,1941,104,1709,112,5.77,1946,1946,73,1770,75,88,3.85
217137,TIPPERARY,Munster,New Birmingham,483,0,0,458,0,0,0.00,435,435,1,411,1,0.23,432,432,0,403,0,0,0.00
177062,MONAGHAN,Ulster,Rackwallace,792,3,3,749,6,7,0.38,903,903,9,844,9,1.00,912,912,2,848,2,2,0.22
197104,ROSCOMMON,Connacht,Taghboy,399,0,0,391,0,0,0.00,473,473,0,449,0,0.00,513,513,4,475,4,5,0.78
17015,CARLOW,Leinster,Coonogue,195,0,0,187,0,0,0.00,206,206,0,190,0,0.00,208,208,2,190,4,5,1.92
237102,WESTMEATH,Leinster,Tullaghan,378,0,0,362,0,0,0.00,391,391,0,378,0,0.00,417,417,0,395,0,0,0.00
237100,WESTMEATH,Leinster,Templepatrick,212,0,0,203,0,0,0.00,196,196,0,188,0,0.00,185,185,0,177,0,0,0.00
57060,DONEGAL,Ulster,Dún Lúiche,692,0,0,652,0,0,0.00,769,769,0,698,0,0.00,693,693,0,646,0,0,0.00
167008,MEATH,Leinster,Ballyboggan,507,0,0,481,0,0,0.00,536,536,1,509,1,0.19,528,528,0,499,0,0,0.00
97032,KILKENNY,Leinster,Dunbell,509,0,0,496,0,0,0.00,524,524,0,517,0,0.00,522,522,0,507,0,0,0.00
47023,CORK,Munster,Ballycottin,1340,7,7,1216,6,6,0.52,1487,1487,7,1317,7,0.47,1692,1692,14,1445,17,24,1.00
157102,MAYO,Connacht,Kilmeena,1396,2,0,1249,0,0,0.00,1546,1546,4,1350,4,0.26,1512,1512,11,1377,11,15,0.73
267031,DUBLIN,Leinster,Blanchardstown-Delwood,4917,82,84,4060,97,93,1.71,5044,5044,296,3759,312,6.19,5153,5153,232,3943,246,283,4.77
107040,LAOIS,Leinster,Donaghmore,246,5,5,223,0,0,2.03,255,255,1,236,1,0.39,260,260,0,240,0,1,0.00
48020,CORK,Munster,Evergreen,1318,71,72,1039,5,5,5.46,1262,1262,59,973,57,4.52,1407,1407,58,985,54,53,3.84
