ED_ID_CSV,COUNTY,PROVINCE,GEOGDESC,T1_1AGETT_2006,T2_1PLBP_2006,T2_1PLN_2006,T2_1IEN_2006,T2_1LTN_2006,T2_1LTBP_2006,PLN_PRE_2006,T1_1AGETT_2011,T1_2T_2011,T2_1PLBP_2011,T2_1IEN_2011,T2_1PLN_2011,PLN_PRE_2011,T1_1AGETT_2016,T1_2T_2016,T2_1PLBP_2016,T2_1IEN_2016,T2_1PLN_2016,T2_5PL_2016,PLN_PRE_2016
17047,CARLOW,Leinster,Templepeter,406,0,0,395,0,0,0.00,434,434,2,421,3,0.69,419,419,1,409,1,1,0.24
157116,MAYO,Connacht,Louisburgh,769,2,3,672,0,0,0.39,983,983,8,799,9,0.92,958,958,8,807,9,12,0.94
117033,LEITRIM,Connacht,Drumreilly South,126,0,0,105,4,4,0.00,135,135,1,111,1,0.74,146,146,2,130,2,1,1.37
67094,GALWAY,Connacht,Errislannan,217,0,0,191,0,0,0.00,229,229,3,179,4,1.75,215,215,3,177,3,4,1.40
77077,KERRY,Munster,Flesk,377,0,0,350,0,0,0.00,402,402,0,374,0,0.00,389,389,0,367,0,0,0.00
27019,CAVAN,Ulster,Carn,224,0,0,209,0,0,0.00,229,229,0,216,0,0.00,211,211,0,199,0,0,0.00
37078,CLARE,Munster,Kilkishen,857,6,6,779,0,0,0.70,946,946,11,868,11,1.16,954,954,7,874,7,6,0.73
77127,KERRY,Munster,Listowel Rural,1385,4,4,1294,0,0,0.29,1567,1567,36,1392,37,2.36,1584,1584,30,1445,35,38,2.21
267095,DUBLIN,Leinster,Howth,8026,30,32,7346,1,1,0.40,8256,8256,35,7365,35,0.42,8294,8294,28,7431,30,35,0.36
228004,WATERFORD,Munster,Ballymaclode,1294,4,4,1214,2,2,0.31,1321,1321,0,1213,0,0.00,1247,1247,6,1141,6,6,0.48
177045,MONAGHAN,Ulster,Figullar,416,1,1,385,15,15,0.24,472,472,1,445,1,0.21,506,506,0,465,0,0,0.00
57013,DONEGAL,Ulster,Ballyshannon Rural,1542,1,0,1456,0,0,0.00,1657,1657,7,1510,7,0.42,1629,1629,18,1524,19,22,1.17
107052,LAOIS,Leinster,Graigue Rural,3043,81,80,2720,19,20,2.63,4543,4543,242,3805,265,5.83,4786,4786,244,3993,275,297,5.75
217139,TIPPERARY,Munster,Newport,2114,1,1,2007,0,0,0.05,2729,2729,19,2490,20,0.73,2949,2949,42,2733,45,59,1.53
247048,WEXFORD,Leinster,Fethard,900,3,3,834,0,0,0.33,890,890,11,793,11,1.24,850,850,5,784,5,6,0.59
97027,KILKENNY,Leinster,Clomantagh,276,0,0,265,0,0,0.00,290,290,3,271,3,1.03,327,327,1,310,1,1,0.31
137012,LONGFORD,Leinster,Bunlahy,167,0,0,162,3,3,0.00,188,188,0,178,0,0.00,195,195,0,188,0,0,0.00
177003,MONAGHAN,Ulster,Annayalla,582,4,5,542,11,11,0.86,581,581,4,554,4,0.69,580,580,5,545,5,5,0.86
247112,WEXFORD,Leinster,Tinnacross,810,1,1,784,0,0,0.12,952,952,11,903,10,1.05,986,986,5,921,4,6,0.41
47224,CORK,Munster,Knockantota,801,0,0,776,0,0,0.00,968,968,7,920,9,0.93,970,970,2,920,2,4,0.21
17025,CARLOW,Leinster,Kellistown,1030,2,2,989,3,3,0.19,1001,1001,1,962,1,0.10,974,974,0,942,0,0,0.00
157114,MAYO,Connacht,Letterbrick,161,0,0,158,0,0,0.00,154,154,0,149,0,0.00,125,125,0,120,0,0,0.00
47301,CORK,Munster,Teerelton,497,1,1,458,1,1,0.20,579,579,3,538,4,0.69,593,593,5,547,7,6,1.18
47198,CORK,Munster,Kilgullane,122,4,4,116,0,0,3.28,135,135,1,127,1,0.74,152,152,1,145,1,1,0.66
77096,KERRY,Munster,Kilgarrylander,624,0,0,570,0,0,0.00,666,666,2,610,4,0.60,643,643,2,575,2,2,0.31
207024,SLIGO,Connacht,Castleconor East,230,0,0,223,0,0,0.00,243,243,0,235,0,0.00,214,214,0,204,0,0,0.00
37096,CLARE,Munster,Kilnamona,735,0,0,704,0,0,0.00,852,852,2,816,2,0.23,883,883,3,844,4,4,0.45
137018,LONGFORD,Leinster,Columbkille,602,0,0,576,1,1,0.00,597,597,0,577,0,0.00,592,592,2,562,2,2,0.34
217133,TIPPERARY,Munster,Moyne,488,1,1,466,0,0,0.20,532,532,1,503,1,0.19,552,552,5,527,5,5,0.91
217012,TIPPERARY,Munster,Ballybacon,396,1,1,357,0,0,0.25,457,457,0,411,0,0.00,472,472,1,419,3,3,0.64
147033,LOUTH,Leinster,Ravensdale,956,1,1,915,2,2,0.10,1018,1018,2,945,2,0.20,1016,1016,1,928,1,1,0.10
197064,ROSCOMMON,Connacht,Keadew,477,0,0,435,0,0,0.00,486,486,3,419,3,0.62,535,535,4,374,5,4,0.93
37080,CLARE,Munster,Killaloe,1572,13,13,1383,1,1,0.83,1826,1826,39,1597,39,2.14,2055,2055,31,1783,32,38,1.56
37001,CLARE,Munster,Abbey,414,0,0,378,0,0,0.00,448,448,0,397,0,0.00,454,454,0,415,0,0,0.00
107096,LAOIS,Leinster,Trumra,248,1,0,224,0,0,0.00,229,229,0,219,0,0.00,231,231,0,217,0,1,0.00
267138,DUBLIN,Leinster,Tallaght-Fettercairn,6576,38,38,5951,29,26,0.58,7607,7607,122,6653,132,1.74,8380,8380,158,7329,162,181,1.93
267067,DUBLIN,Leinster,Dún Laoghaire-East Central,1777,79,78,1316,3,4,4.39,2234,2234,119,1478,127,5.68,2489,2489,76,1590,79,85,3.17
267082,DUBLIN,Leinster,Dundrum-Taney,2553,11,12,2335,1,1,0.47,2449,2449,21,2187,19,0.78,2491,2491,12,2206,12,15,0.48
207066,SLIGO,Connacht,Riverstown,627,9,9,577,0,0,1.44,732,732,2,659,2,0.27,689,689,0,627,0,0,0.00
47125,CORK,Munster,Derragh,217,1,1,201,0,0,0.46,213,213,0,204,0,0.00,215,215,4,196,4,4,1.86
37088,CLARE,Munster,Killinaboy,329,0,0,314,0,0,0.00,342,342,0,323,0,0.00,349,349,0,330,0,0,0.00
47006,CORK,Munster,Aghinagh,444,0,0,410,0,0,0.00,445,445,0,423,0,0.00,478,478,8,446,9,10,1.88
177054,MONAGHAN,Ulster,Kiltybegs,570,0,0,560,0,0,0.00,648,648,2,623,3,0.46,645,645,3,616,3,4,0.47
257009,WICKLOW,Leinster,Ballingate,388,0,0,378,0,0,0.00,398,398,3,380,3,0.75,404,404,0,392,0,0,0.00
77015,KERRY,Munster,Ballyduff,920,0,0,871,0,0,0.00,868,868,0,816,0,0.00,842,842,1,795,1,2,0.12
267024,DUBLIN,Leinster,Blackrock-Stradbrook,2335,23,23,2123,8,8,0.99,2299,2299,27,2091,26,1.13,2462,2462,24,2207,26,32,1.06
268050,DUBLIN,Leinster,Clontarf West E,2318,37,47,2088,14,12,2.03,2324,2324,27,2129,28,1.20,2468,2468,17,2225,17,16,0.69
37095,CLARE,Munster,Kilmurry,717,0,0,666,0,0,0.00,706,706,1,651,1,0.14,714,714,1,646,0,1,0.00
157085,MAYO,Connacht,Hollymount,761,0,0,715,5,6,0.00,823,823,14,767,14,1.70,799,799,15,750,14,17,1.75
68007,GALWAY,Connacht,Eyre Square,3569,142,143,2638,8,7,4.01,4461,4461,124,2806,130,2.91,4108,4108,56,2376,56,51,1.36
117072,LEITRIM,Connacht,Roosky,417,1,1,394,0,0,0.24,497,497,15,430,16,3.22,616,616,24,528,27,34,4.38
48035,CORK,Munster,Gurranebraher A,787,8,8,755,0,0,1.02,763,763,11,716,11,1.44,769,769,9,735,9,11,1.17
97074,KILKENNY,Leinster,Listerlin,312,0,0,296,0,0,0.00,371,371,0,353,0,0.00,373,373,0,363,0,0,0.00
167070,MEATH,Leinster,Oldcastle,2209,15,15,1806,252,251,0.68,2324,2324,26,1830,26,1.12,2297,2297,26,1851,26,28,1.13
37132,CLARE,Munster,Oughtmama,129,0,0,124,2,1,0.00,128,128,0,124,0,0.00,120,120,2,114,1,1,0.83
228024,WATERFORD,Munster,Morrisson's Avenue East,500,19,19,436,0,0,3.80,560,560,36,457,38,6.79,510,510,27,410,28,31,5.49
227039,WATERFORD,Munster,Fox's Castle,384,0,0,357,0,0,0.00,432,432,1,404,1,0.23,457,457,1,424,1,0,0.22
207018,SLIGO,Connacht,Buncrowey,328,0,0,307,0,0,0.00,314,314,0,303,0,0.00,286,286,0,280,0,0,0.00
127037,LIMERICK,Munster,Cahercorney,602,0,0,578,0,0,0.00,722,722,2,677,2,0.28,733,733,0,702,0,0,0.00
48011,CORK,Munster,Blackpool A,669,31,30,583,6,6,4.48,663,663,22,573,24,3.62,690,690,28,594,30,35,4.35
267094,DUBLIN,Leinster,Holmpatrick,3139,0,0,3026,5,4,0.00,3224,3224,15,3069,15,0.47,3458,3458,29,3241,28,40,0.81
17046,CARLOW,Leinster,Tankardstown,432,3,2,393,2,1,0.46,438,438,1,392,0,0.00,437,437,3,399,3,3,0.69
47245,CORK,Munster,Mallow Rural,3313,42,42,3014,21,22,1.27,4026,4026,147,3466,163,4.05,4615,4615,260,3827,274,307,5.94
267153,DUBLIN,Leinster,Templeogue-Osprey,2543,5,5,2458,6,1,0.20,2334,2334,5,2224,5,0.21,2246,2246,0,2145,0,0,0.00
187049,OFFALY,Leinster,Kilcolman,356,0,0,350,0,0,0.00,385,385,0,374,0,0.00,377,377,0,367,0,0,0.00
47090,CORK,Munster,Rathluirc,3337,27,34,2797,19,19,1.02,4004,4004,164,3020,171,4.27,4253,4253,159,3339,169,181,3.97
268035,DUBLIN,Leinster,Cabra West C,2840,38,37,2546,28,30,1.30,2699,2699,31,2456,37,1.37,2953,2953,24,2636,26,30,0.88
67138,GALWAY,Connacht,Killower,728,0,0,704,0,0,0.00,851,851,1,815,1,0.12,891,891,3,849,3,5,0.34
217018,TIPPERARY,Munster,Ballykisteen,658,3,3,617,1,1,0.46,788,788,11,677,11,1.40,761,761,0,694,0,0,0.00
97025,KILKENNY,Leinster,Clogh,1251,0,0,1203,0,0,0.00,1276,1276,0,1220,0,0.00,1221,1221,0,1167,0,0,0.00
217124,TIPPERARY,Munster,Lorrha West,345,0,0,322,0,0,0.00,321,321,0,307,0,0.00,310,310,0,297,0,0,0.00
257018,WICKLOW,Leinster,Brockagh,693,3,3,611,2,2,0.43,776,776,0,592,0,0.00,733,733,3,595,3,3,0.41
47173,CORK,Munster,Ightermurragh,1805,5,5,1670,7,6,0.28,2340,2340,30,2080,31,1.32,2757,2757,61,2427,67,76,2.43
57055,DONEGAL,Ulster,Dooish,1018,15,13,944,0,0,1.28,1059,1059,14,963,14,1.32,1071,1071,4,974,4,4,0.37
268037,DUBLIN,Leinster,Chapelizod,3006,77,80,2471,26,23,2.66,3047,3047,82,2486,87,2.86,3056,3056,79,2566,84,95,2.75
257059,WICKLOW,Leinster,Newcastle Upper,3153,34,35,2945,5,4,1.11,3584,3584,28,3306,28,0.78,4009,4009,77,3577,80,95,2.00
68020,GALWAY,Connacht,Paróiste San Nicoláis,2438,82,82,1961,7,8,3.36,2598,2598,101,1835,103,3.96,2394,2394,64,1535,66,59,2.76
48051,CORK,Munster,Shanakiel,3015,45,47,2793,7,4,1.56,3423,3423,82,3051,78,2.28,3638,3638,73,3234,69,83,1.90
197076,ROSCOMMON,Connacht,Killummod,90,0,0,82,0,0,0.00,107,107,0,101,0,0.00,120,120,1,109,1,0,0.83
167023,MEATH,Leinster,Cruicetown,362,0,0,348,0,0,0.00,366,366,0,344,0,0.00,402,402,2,378,2,2,0.50
77158,KERRY,Munster,Tarmon,487,0,0,447,0,0,0.00,521,521,0,486,0,0.00,476,476,0,448,0,0,0.00
37064,CLARE,Munster,Glendree,145,3,2,111,0,0,1.38,182,182,0,135,0,0.00,172,172,0,133,0,1,0.00
217024,TIPPERARY,Munster,Ballyporeen,872,0,0,826,0,0,0.00,952,952,1,872,1,0.11,921,921,6,831,7,7,0.76
268026,DUBLIN,Leinster,Beaumont F,3558,74,76,3107,21,20,2.14,3437,3437,39,2939,40,1.16,3590,3590,35,3074,34,35,0.95
217065,TIPPERARY,Munster,Derrycastle,416,0,0,360,0,0,0.00,434,434,1,383,1,0.23,428,428,0,379,0,0,0.00
47202,CORK,Munster,Killeagh,1057,4,5,999,0,0,0.47,1330,1330,8,1237,9,0.68,1539,1539,28,1419,30,34,1.95
107043,LAOIS,Leinster,Dunmore,220,0,0,208,0,0,0.00,238,238,0,224,0,0.00,269,269,2,252,2,2,0.74
47004,CORK,Munster,Aghadown South,613,1,1,540,0,0,0.16,569,569,0,496,0,0.00,574,574,0,496,0,0,0.00
247007,WEXFORD,Leinster,Ballindaggan,699,0,0,674,0,0,0.00,806,806,3,772,3,0.37,799,799,3,754,3,2,0.38
127085,LIMERICK,Munster,Iveruss,276,0,0,266,0,0,0.00,287,287,2,276,2,0.70,303,303,1,291,1,0,0.33
247054,WEXFORD,Leinster,Harperstown,420,0,0,383,0,0,0.00,497,497,3,443,4,0.80,525,525,2,480,4,4,0.76
257033,WICKLOW,Leinster,Dunlavin,1292,11,12,1183,0,0,0.93,1327,1327,8,1246,8,0.60,1359,1359,18,1276,20,21,1.47
207012,SLIGO,Connacht,Ballysadare East,1204,17,22,1130,0,0,1.83,1261,1261,25,1174,28,2.22,1237,1237,32,1128,36,37,2.91
57133,DONEGAL,Ulster,Inis Mhic an Doirn,1408,0,0,1265,1,1,0.00,1582,1582,0,1357,0,0.00,1440,1440,2,1247,2,2,0.14
67195,GALWAY,Connacht,Ryehill,567,3,3,510,0,0,0.53,707,707,2,647,1,0.14,782,782,6,724,7,7,0.90
268022,DUBLIN,Leinster,Beaumont B,4996,93,93,4034,53,53,1.86,4805,4805,77,3970,79,1.64,4962,4962,74,4139,76,79,1.53
177009,MONAGHAN,Ulster,Bellatrain,240,5,5,217,9,9,2.08,291,291,0,262,0,0.00,267,267,0,262,0,0,0.00
137002,LONGFORD,Leinster,Aghaboy,595,0,0,529,2,2,0.00,684,684,2,617,2,0.29,681,681,2,637,2,4,0.29
127092,LIMERICK,Munster,Kilflyn,220,2,2,208,0,0,0.91,227,227,2,200,4,1.76,199,199,0,188,0,0,0.00
48013,CORK,Munster,Browningstown,1023,2,1,991,2,2,0.10,1011,1011,17,959,17,1.68,1044,1044,3,1002,3,2,0.29
37071,CLARE,Munster,Kilchreest,414,0,0,398,0,0,0.00,429,429,0,413,0,0.00,441,441,2,419,2,4,0.45
267057,DUBLIN,Leinster,Clonskeagh-Farranboley,1471,6,6,1345,9,9,0.41,1501,1501,13,1357,13,0.87,1615,1615,11,1425,10,10,0.62
237105,WESTMEATH,Leinster,Woodland,306,0,0,299,0,0,0.00,299,299,0,296,0,0.00,284,284,3,269,3,3,1.06
97073,KILKENNY,Leinster,Lisdowney,214,0,0,206,0,0,0.00,213,213,0,198,0,0.00,252,252,2,240,2,2,0.79
47154,CORK,Munster,Garranes,353,1,0,317,0,0,0.00,357,357,1,314,2,0.56,351,351,2,299,3,1,0.85
57116,DONEGAL,Ulster,Malin,613,0,0,581,0,0,0.00,681,681,0,623,0,0.00,668,668,0,624,0,0,0.00
267008,DUBLIN,Leinster,Ballinteer-Broadford,3132,29,25,2860,6,7,0.80,2657,2657,22,2423,23,0.87,2537,2537,18,2370,17,19,0.67
207041,SLIGO,Connacht,Drumrat,440,0,0,401,0,0,0.00,527,527,0,467,0,0.00,530,530,0,478,0,0,0.00
47094,CORK,Munster,Cloghdonnell,345,2,2,290,3,4,0.58,346,346,0,296,0,0.00,354,354,3,304,3,1,0.85
267041,DUBLIN,Leinster,Castleknock-Park,4307,37,35,4008,12,12,0.81,5124,5124,145,4301,151,2.95,5329,5329,82,4434,90,87,1.69
267074,DUBLIN,Leinster,Dún Laoghaire-Sallynoggin West,1969,35,35,1867,0,0,1.78,1884,1884,39,1727,41,2.18,2886,2886,60,2510,53,65,1.84
57122,DONEGAL,Ulster,Mintiaghs,788,0,0,756,0,0,0.00,909,909,7,845,5,0.55,866,866,2,817,1,2,0.12
47098,CORK,Munster,Clonfert East,379,0,0,352,0,0,0.00,373,373,0,353,0,0.00,381,381,0,349,0,0,0.00
107045,LAOIS,Leinster,Dysartgallen,241,0,0,236,3,3,0.00,266,266,0,254,0,0.00,255,255,0,245,0,0,0.00
77089,KERRY,Munster,Kenmare,2256,90,89,1750,32,30,3.95,2912,2912,188,2032,195,6.70,3127,3127,171,2260,193,202,6.17
167090,MEATH,Leinster,Trim Rural,6645,125,127,5832,140,141,1.91,8005,8005,211,6800,227,2.84,8793,8793,238,7588,265,302,3.01
87055,KILDARE,Leinster,Kilmeage North,1770,3,3,1670,4,4,0.17,2080,2080,9,1940,9,0.43,2256,2256,25,2102,28,30,1.24
247043,WEXFORD,Leinster,Dunmain,236,0,0,228,0,0,0.00,324,324,0,304,0,0.00,330,330,2,302,2,4,0.61
167027,MEATH,Leinster,Drumcondra,1284,7,6,1228,1,2,0.47,1290,1290,8,1216,8,0.62,1303,1303,9,1228,9,12,0.69
37100,CLARE,Munster,Kilseily,653,3,3,625,0,0,0.46,729,729,0,689,0,0.00,737,737,2,705,2,2,0.27
77103,KERRY,Munster,Killeentierna,891,0,0,839,0,0,0.00,913,913,0,849,0,0.00,881,881,1,825,1,2,0.11
157022,MAYO,Connacht,Ballycastle,627,0,0,591,0,0,0.00,659,659,0,614,0,0.00,615,615,0,578,0,0,0.00
127057,LIMERICK,Munster,Darragh,311,0,0,293,0,0,0.00,316,316,0,289,0,0.00,308,308,0,291,0,0,0.00
128015,LIMERICK,Munster,Dock B,835,116,113,548,13,13,13.53,1080,1080,246,613,260,24.07,1077,1077,171,615,195,207,18.11
257058,WICKLOW,Leinster,Newcastle Lower,1978,8,7,1807,4,3,0.35,2209,2209,15,1963,14,0.63,2354,2354,16,2064,16,16,0.68
68001,GALWAY,Connacht,Ballybaan,9677,489,474,7752,109,115,4.90,12298,12298,1298,8844,1377,11.20,13019,13019,1361,9432,1480,1691,11.37
257079,WICKLOW,Leinster,Arklow No. 2 Urban,2499,60,60,2186,19,18,2.40,2953,2953,159,2381,164,5.55,3013,3013,147,2524,155,177,5.14
67203,GALWAY,Connacht,An Spidéal,1267,10,10,1188,8,8,0.79,1450,1450,5,1312,7,0.48,1443,1443,17,1335,18,19,1.25
97071,KILKENNY,Leinster,Kiltorcan,151,2,2,131,0,0,1.32,159,159,0,153,0,0.00,175,175,0,168,0,0,0.00
47058,CORK,Munster,Brinny,628,0,0,602,0,0,0.00,695,695,5,644,5,0.72,652,652,6,621,6,6,0.92
197004,ROSCOMMON,Connacht,Artagh North,794,0,0,706,0,2,0.00,850,850,0,748,0,0.00,831,831,0,719,0,0,0.00
47270,CORK,Munster,Ovens,1677,28,27,1550,10,10,1.61,2090,2090,76,1842,82,3.92,2342,2342,76,2066,82,102,3.50
77109,KERRY,Munster,Kilmeany,659,1,1,607,0,0,0.15,771,771,0,692,0,0.00,764,764,5,684,5,6,0.65
47282,CORK,Munster,Rosscarbery,907,6,6,796,0,2,0.66,981,981,15,805,19,1.94,992,992,20,846,24,29,2.42
67133,GALWAY,Connacht,Killimor,700,10,10,658,0,0,1.43,698,698,3,651,5,0.72,702,702,3,662,3,3,0.43
257039,WICKLOW,Leinster,Greystones,6958,23,23,6373,7,6,0.33,7151,7151,30,6376,30,0.42,7258,7258,38,6579,38,38,0.52
67162,GALWAY,Connacht,Letterfore,279,0,0,244,0,0,0.00,306,306,0,244,0,0.00,264,264,2,215,2,2,0.76
237106,WESTMEATH,Leinster,Mullingar North Urban,5245,164,170,4326,174,172,3.24,5315,5315,280,4133,305,5.74,5610,5610,288,4389,311,332,5.54
27064,CAVAN,Ulster,Knappagh,419,0,0,406,2,2,0.00,440,440,0,420,0,0.00,464,464,0,442,0,0,0.00
17050,CARLOW,Leinster,Tullow Rural,488,15,16,446,0,0,3.28,702,702,7,596,8,1.14,846,846,30,734,34,40,4.02
267127,DUBLIN,Leinster,Stillorgan-Merville,2828,17,17,2502,6,6,0.60,2744,2744,26,2409,30,1.09,3217,3217,32,2716,35,44,1.09
128013,LIMERICK,Munster,Custom House,490,70,70,258,6,6,14.29,570,570,154,250,164,28.77,736,736,133,342,151,146,20.52
237040,WESTMEATH,Leinster,Emper,191,0,0,180,1,1,0.00,214,214,1,201,0,0.00,210,210,0,198,0,0,0.00
237085,WESTMEATH,Leinster,Piercetown,116,0,0,113,0,0,0.00,113,113,0,107,0,0.00,111,111,0,108,0,0,0.00
157111,MAYO,Connacht,Cnoc na Lobhar,848,1,1,794,0,0,0.12,831,831,0,771,0,0.00,757,757,0,720,0,0,0.00
227057,WATERFORD,Munster,Kilmacomma,484,0,0,454,0,0,0.00,491,491,0,466,0,0.00,465,465,4,436,4,5,0.86
268117,DUBLIN,Leinster,Pembroke West C,3769,71,68,2545,9,10,1.80,4355,4355,74,2462,71,1.63,4852,4852,48,2696,50,40,1.03
267075,DUBLIN,Leinster,Dún Laoghaire-Salthill,1641,72,70,1234,0,0,4.27,1623,1623,62,1211,69,4.25,1729,1729,62,1370,67,78,3.88
27026,CAVAN,Ulster,Clonervy,790,2,2,755,2,2,0.25,896,896,3,836,5,0.56,853,853,6,793,8,6,0.94
268148,DUBLIN,Leinster,Ushers A,1897,114,116,1021,6,6,6.11,3089,3089,210,1728,220,7.12,3930,3930,165,2351,155,164,3.94
167035,MEATH,Leinster,Grennanstown,1091,8,8,1031,11,13,0.73,1201,1201,12,1098,12,1.00,1259,1259,13,1167,10,16,0.79
167034,MEATH,Leinster,Grangegeeth,535,0,0,518,0,0,0.00,594,594,3,569,3,0.51,659,659,5,627,5,5,0.76
117057,LEITRIM,Connacht,Kiltyclogher,253,0,0,237,0,0,0.00,233,233,0,211,0,0.00,207,207,3,184,3,4,1.45
177006,MONAGHAN,Ulster,Ballybay Urban,388,8,8,285,37,37,2.06,298,298,1,243,1,0.34,286,286,3,226,3,3,1.05
27072,CAVAN,Ulster,Moynehall,1495,13,13,1352,28,29,0.87,1675,1675,29,1483,32,1.91,1744,1744,41,1509,44,57,2.52
47133,CORK,Munster,Drinagh,344,0,0,299,0,0,0.00,370,370,3,319,3,0.81,360,360,1,321,1,0,0.28
217019,TIPPERARY,Munster,Ballylusky,305,0,0,291,0,0,0.00,349,349,0,321,0,0.00,337,337,0,321,0,0,0.00
67207,GALWAY,Connacht,Tiaquin,471,3,3,449,0,0,0.64,660,660,4,613,6,0.91,722,722,8,675,8,8,1.11
217167,TIPPERARY,Munster,Tubbrid,542,4,4,489,0,0,0.74,593,593,0,542,0,0.00,607,607,1,559,1,3,0.16
47251,CORK,Munster,Mealagh,332,0,0,251,0,0,0.00,354,354,0,264,0,0.00,373,373,1,284,1,0,0.27
268074,DUBLIN,Leinster,Grange D,4185,37,38,3862,23,23,0.91,4105,4105,58,3662,63,1.53,4005,4005,55,3692,58,65,1.45
47026,CORK,Munster,Ballyfoyle,265,0,0,235,0,0,0.00,355,355,0,313,0,0.00,362,362,4,318,4,4,1.10
127134,LIMERICK,Munster,Templeglentan,843,2,2,804,0,0,0.24,915,915,3,844,3,0.33,974,974,6,871,8,9,0.82
67033,GALWAY,Connacht,Beagh,598,10,9,540,0,0,1.51,718,718,0,633,0,0.00,705,705,1,633,1,3,0.14
67055,GALWAY,Connacht,Baile Chláir,1826,36,37,1668,12,12,2.03,2042,2042,78,1777,81,3.97,2124,2124,70,1875,70,86,3.30
37137,CLARE,Munster,Rathborney,76,1,0,62,1,1,0.00,94,94,4,66,4,4.26,90,90,1,61,1,1,1.11
47179,CORK,Munster,Kanturk,1567,72,76,1379,40,39,4.85,1886,1886,101,1613,114,6.04,1935,1935,118,1665,127,142,6.56
107093,LAOIS,Leinster,Timahoe,525,0,0,507,0,0,0.00,569,569,1,558,0,0.00,590,590,1,574,0,1,0.00
268136,DUBLIN,Leinster,Rathmines West E,3204,65,67,2563,10,11,2.09,3342,3342,71,2620,70,2.09,3390,3390,46,2736,46,41,1.36
47244,CORK,Munster,Magourney,1057,6,6,990,0,0,0.57,1065,1065,9,984,9,0.85,1049,1049,8,971,12,10,1.14
217025,TIPPERARY,Munster,Ballysheehan,476,2,2,453,0,0,0.42,499,499,0,466,0,0.00,499,499,2,467,3,3,0.60
97026,KILKENNY,Leinster,Clogharinka,224,0,0,217,0,0,0.00,237,237,0,218,0,0.00,246,246,0,237,0,0,0.00
217164,TIPPERARY,Munster,Tipperary East Urban,2662,17,18,2458,13,17,0.68,2467,2467,106,2055,109,4.42,2409,2409,90,2048,94,103,3.90
68002,GALWAY,Connacht,Baile an Bhriotaihg,718,59,58,573,9,11,8.08,898,898,74,658,80,8.91,949,949,55,683,59,65,6.22
47042,CORK,Munster,Bantry Urban,3202,89,92,2637,35,33,2.87,3348,3348,169,2633,177,5.29,3225,3225,138,2574,144,162,4.47
128003,LIMERICK,Munster,Abbey C,582,44,44,429,12,13,7.56,509,509,24,387,26,5.11,602,602,18,397,18,20,2.99
47001,CORK,Munster,Abbeymahon,593,0,0,568,0,0,0.00,636,636,3,588,3,0.47,629,629,8,580,8,8,1.27
57089,DONEGAL,Ulster,Inch Island,426,0,0,387,0,0,0.00,448,448,0,415,0,0.00,461,461,0,386,0,0,0.00
117060,LEITRIM,Connacht,Lisgillock,213,0,0,201,0,0,0.00,197,197,0,181,0,0.00,186,186,0,167,0,0,0.00
77139,KERRY,Munster,Mount Eagle,185,0,0,175,0,0,0.00,171,171,0,155,0,0.00,177,177,0,153,0,0,0.00
17001,CARLOW,Leinster,Agha,322,0,0,309,0,0,0.00,382,382,0,370,0,0.00,395,395,0,381,0,0,0.00
67176,GALWAY,Connacht,Mount Bellew,1705,25,24,1572,26,30,1.41,1874,1874,36,1681,36,1.92,1913,1913,32,1755,32,39,1.67
267065,DUBLIN,Leinster,Donabate,7525,71,66,6750,9,7,0.88,8733,8733,133,7597,144,1.65,9399,9399,132,8313,147,168,1.56
37107,CLARE,Munster,Knocknaboley,316,0,0,293,0,0,0.00,307,307,0,291,0,0.00,295,295,0,268,0,0,0.00
77051,KERRY,Munster,Cloontubbrid,317,0,0,301,0,0,0.00,335,335,0,321,0,0.00,322,322,1,303,1,1,0.31
257043,WICKLOW,Leinster,Imael North,211,0,0,201,0,0,0.00,235,235,0,218,0,0.00,258,258,0,239,0,0,0.00
47072,CORK,Munster,Carrigaline,10767,307,310,9670,64,61,2.88,11818,11818,532,10189,570,4.82,12118,12118,464,10587,472,588,3.90
127101,LIMERICK,Munster,Knockaderry,474,6,4,449,0,0,0.84,506,506,3,477,3,0.59,513,513,7,486,7,3,1.36
137004,LONGFORD,Leinster,Ardagh East,561,7,7,529,3,3,1.25,613,613,3,575,3,0.49,670,670,1,635,1,2,0.15
57057,DONEGAL,Ulster,Dún Fionnachaidh,819,0,0,750,0,0,0.00,934,934,1,816,1,0.11,925,925,0,815,0,0,0.00
267084,DUBLIN,Leinster,Firhouse Village,10686,70,72,9409,71,65,0.67,11648,11648,207,10127,229,1.97,12214,12214,165,11010,179,202,1.47
127129,LIMERICK,Munster,Rooskagh,292,0,0,268,0,0,0.00,300,300,10,272,10,3.33,281,281,6,256,7,6,2.49
87067,KILDARE,Leinster,Monasterevin,3620,60,58,3371,3,3,1.60,4347,4347,56,3977,67,1.54,4897,4897,135,4302,142,181,2.90
87076,KILDARE,Leinster,Oughterard,683,7,7,639,0,0,1.02,726,726,7,682,7,0.96,743,743,5,692,5,8,0.67
157107,MAYO,Connacht,Knappagh,638,3,3,574,0,0,0.47,751,751,0,672,4,0.53,766,766,5,689,6,5,0.78
67103,GALWAY,Connacht,Graigabbey,292,0,0,274,0,0,0.00,393,393,4,357,4,1.02,385,385,1,361,1,1,0.26
47314,CORK,Munster,Tullylease,424,0,0,405,0,0,0.00,437,437,1,428,1,0.23,407,407,3,392,3,7,0.74
